user_id,city,visit_date,restaurant_viewed,added_to_cart,order_placed,payment_done,is_cancelled,order_delivered
U12513,Delhi,12/7/2023,Yes,1,1,1,0,0
U12514,Mumbai,4/2/2023,Yes,1,0,0,0,0
U12515,Bangalore,12/19/2023,Yes,1,1,1,0,1
U12516,Bangalore,11/22/2023,Yes,1,0,0,0,0
U12517,Kolkata,5/7/2023,Yes,0,0,0,0,0
U12518,Bangalore,5/4/2023,,0,0,0,0,0
U12519,Chennai,1/27/2023,Yes,1,1,1,1,0
U12520,Jaipur,10/17/2023,Yes,1,0,0,0,0
U12521,Mumbai,7/27/2023,Yes,1,0,0,0,0
U12522,Bangalore,3/3/2023,,0,0,0,0,0
U12523,Hyderabad,10/31/2023,Yes,1,0,0,0,0
U12524,Jaipur,7/1/2023,,0,0,0,0,0
U12525,Delhi,12/14/2023,Yes,1,1,1,0,1
U12526,Kolkata,2/10/2023,Yes,1,0,0,0,0
U12527,Bangalore,4/28/2023,,0,0,0,0,0
U12528,Pune,6/12/2023,Yes,1,1,1,1,0
U12529,Mumbai,12/27/2023,Yes,0,0,0,0,0
U12530,Pune,4/9/2023,,0,0,0,0,0
U12531,Bangalore,7/6/2023,Yes,1,1,1,0,1
U12532,Bangalore,7/6/2023,Yes,1,1,1,0,0
U12533,Pune,5/11/2023,,0,0,0,0,0
U12534,Jaipur,9/11/2023,Yes,0,0,0,0,0
U12535,Chennai,11/30/2023,,0,0,0,0,0
U12536,Jaipur,2/1/2023,Yes,1,1,0,0,1
U12537,Chennai,6/11/2023,Yes,1,0,0,0,0
U12538,Bangalore,11/11/2023,Yes,1,1,1,0,1
U12539,Hyderabad,3/19/2023,Yes,0,0,0,0,0
U12540,Hyderabad,10/5/2023,Yes,1,1,1,0,1
U12541,Chennai,6/11/2023,Yes,1,1,1,1,0
U12542,Jaipur,6/30/2023,Yes,1,0,0,0,0
U12543,Bangalore,5/31/2023,Yes,0,0,0,0,0
U12544,Pune,10/24/2023,,0,0,0,0,0
U12545,Delhi,9/8/2023,Yes,1,1,1,0,0
U12546,Jaipur,10/20/2023,Yes,0,0,0,0,0
U12547,Hyderabad,11/6/2023,Yes,0,0,0,0,0
U12548,Delhi,4/30/2023,Yes,0,0,0,0,0
U12549,Chennai,6/10/2023,Yes,1,1,1,0,1
U12550,Mumbai,11/7/2023,Yes,1,0,0,0,0
U12551,Kolkata,1/4/2023,Yes,0,0,0,0,0
U12552,Delhi,10/23/2023,Yes,0,0,0,0,0
U12553,Jaipur,1/12/2023,,0,0,0,0,0
U12554,Delhi,12/27/2023,Yes,0,0,0,0,0
U12555,Mumbai,10/31/2023,Yes,1,1,1,0,1
U12556,Jaipur,7/9/2023,Yes,1,1,1,0,1
U12557,Hyderabad,5/11/2023,Yes,0,0,0,0,0
U12558,Bangalore,5/15/2023,Yes,0,0,0,0,0
U12559,Chennai,5/19/2023,Yes,0,0,0,0,0
U12560,Chennai,6/14/2023,,0,0,0,0,0
U12561,Hyderabad,2/27/2023,Yes,0,0,0,0,0
U12562,Pune,12/27/2023,Yes,1,0,0,0,0
U12563,Delhi,5/20/2023,Yes,1,1,1,0,1
U12564,Jaipur,12/31/2023,Yes,1,1,1,0,1
U12565,Hyderabad,12/24/2023,Yes,1,1,1,0,1
U12566,Kolkata,12/17/2023,Yes,1,1,1,0,1
U12567,Jaipur,6/28/2023,Yes,1,0,0,0,0
U12568,Pune,7/3/2023,Yes,0,0,0,0,0
U12569,Mumbai,12/28/2023,,0,0,0,0,0
U12570,Mumbai,11/13/2023,Yes,1,0,0,0,0
U12571,Delhi,8/3/2023,Yes,1,0,0,0,0
U12572,Pune,1/20/2023,Yes,1,1,1,1,0
U12573,Jaipur,6/30/2023,Yes,1,1,1,1,0
U12574,Kolkata,10/19/2023,Yes,0,0,0,0,0
U12575,Jaipur,8/25/2023,Yes,1,1,1,1,0
U12576,Jaipur,10/20/2023,Yes,1,1,1,0,1
U12577,Bangalore,10/7/2023,,0,0,0,0,0
U12578,Jaipur,10/10/2023,,0,0,0,0,0
U12579,Kolkata,10/5/2023,Yes,0,0,0,0,0
U12580,Jaipur,6/30/2023,Yes,0,0,0,0,0
U12581,Jaipur,4/18/2023,,0,0,0,0,0
U12582,Mumbai,4/22/2023,Yes,1,0,0,0,0
U12583,Mumbai,4/15/2023,Yes,1,1,1,0,1
U12584,Kolkata,1/4/2023,Yes,0,0,0,0,0
U12585,Mumbai,11/9/2023,Yes,1,0,0,0,0
U12586,Jaipur,11/22/2023,Yes,1,0,0,0,0
U12587,Bangalore,12/4/2023,Yes,1,1,1,0,1
U12588,Mumbai,11/18/2023,,0,0,0,0,0
U12589,Hyderabad,11/4/2023,Yes,1,1,1,0,1
U12590,Kolkata,11/11/2023,Yes,1,0,0,0,0
U12591,Jaipur,11/1/2023,,0,0,0,0,0
U12592,Kolkata,6/5/2023,Yes,1,0,0,0,0
U12593,Bangalore,8/27/2023,Yes,1,0,0,0,0
U12594,Jaipur,10/27/2023,,0,0,0,0,0
U12595,Kolkata,6/23/2023,Yes,1,0,0,0,0
U12596,Pune,1/4/2023,Yes,1,0,0,0,0
U12597,Jaipur,3/13/2023,Yes,1,0,0,0,0
U12598,Delhi,5/25/2023,,0,0,0,0,0
U12599,Jaipur,2/23/2023,Yes,1,1,1,0,1
U12600,Hyderabad,12/21/2023,Yes,0,0,0,0,0
U12601,Bangalore,12/9/2023,Yes,0,0,0,0,0
U12602,Kolkata,1/19/2023,Yes,1,0,0,0,0
U12603,Jaipur,1/15/2023,Yes,1,1,1,0,1
U12604,Jaipur,7/9/2023,,0,0,0,0,0
U12605,Jaipur,12/27/2023,,0,0,0,0,0
U12606,Delhi,10/29/2023,Yes,0,0,0,0,0
U12607,Mumbai,6/25/2023,Yes,1,0,0,0,0
U12608,Delhi,9/14/2023,,0,0,0,0,0
U12609,Chennai,9/5/2023,Yes,0,0,0,0,0
U12610,Mumbai,5/4/2023,Yes,1,1,1,1,0
U12611,Pune,7/29/2023,Yes,1,1,1,0,1
U12612,Pune,1/14/2023,Yes,1,1,1,1,0
U12613,Bangalore,8/25/2023,Yes,0,0,0,0,0
U12614,Hyderabad,12/28/2023,Yes,1,1,1,0,1
U12615,Bangalore,2/26/2023,Yes,0,0,0,0,0
U12616,Pune,9/6/2023,Yes,0,0,0,0,0
U12617,Jaipur,11/12/2023,,0,0,0,0,0
U12618,Kolkata,9/27/2023,Yes,1,1,0,0,1
U12619,Bangalore,10/23/2023,Yes,1,1,0,1,0
U12620,Pune,10/27/2023,,0,0,0,0,0
U12621,Hyderabad,3/18/2023,,0,0,0,0,0
U12622,Pune,8/4/2023,Yes,1,1,1,0,1
U12623,Chennai,2/16/2023,Yes,1,1,1,0,1
U12624,Kolkata,2/17/2023,Yes,1,1,1,0,1
U12625,Chennai,10/2/2023,Yes,1,1,1,0,1
U12626,Pune,1/2/2023,Yes,1,1,0,1,0
U12627,Mumbai,7/3/2023,Yes,1,0,0,0,0
U12628,Mumbai,10/17/2023,Yes,0,0,0,0,0
U12629,Bangalore,10/1/2023,,0,0,0,0,0
U12630,Mumbai,2/1/2023,Yes,0,0,0,0,0
U12631,Jaipur,6/27/2023,Yes,1,1,1,0,1
U12632,Mumbai,1/1/2023,Yes,0,0,0,0,0
U12633,Bangalore,8/25/2023,Yes,1,1,1,0,1
U12634,Chennai,12/20/2023,Yes,1,0,0,0,0
U12635,Mumbai,7/16/2023,Yes,1,0,0,0,0
U12636,Jaipur,1/3/2023,Yes,1,1,1,0,1
U12637,Mumbai,2/15/2023,Yes,0,0,0,0,0
U12638,Jaipur,3/24/2023,Yes,0,0,0,0,0
U12639,Hyderabad,7/2/2023,Yes,1,1,1,0,0
U12640,Kolkata,12/30/2023,Yes,1,0,0,0,0
U12641,Pune,11/22/2023,,0,0,0,0,0
U12642,Mumbai,5/3/2023,,0,0,0,0,0
U12643,Chennai,10/4/2023,Yes,1,1,1,0,1
U12644,Hyderabad,4/23/2023,Yes,1,1,1,1,0
U12645,Mumbai,3/26/2023,Yes,1,0,0,0,0
U12646,Kolkata,3/28/2023,Yes,1,1,0,1,0
U12647,Jaipur,2/2/2023,Yes,1,1,1,0,1
U12648,Bangalore,7/1/2023,Yes,1,1,1,0,1
U12649,Bangalore,9/30/2023,Yes,1,1,1,0,1
U12650,Hyderabad,10/28/2023,Yes,1,1,1,0,0
U12651,Hyderabad,12/28/2023,,0,0,0,0,0
U12652,Kolkata,11/22/2023,Yes,1,0,0,0,0
U12653,Bangalore,1/15/2023,Yes,1,1,1,0,1
U12654,Bangalore,1/15/2023,Yes,1,0,0,0,0
U12655,Chennai,5/20/2023,Yes,1,1,1,0,1
U12656,Hyderabad,5/15/2023,Yes,1,1,1,0,1
U12657,Hyderabad,6/12/2023,Yes,1,1,1,0,1
U12658,Mumbai,10/30/2023,Yes,1,1,1,0,1
U12659,Delhi,4/2/2023,Yes,1,1,1,1,0
U12660,Chennai,3/14/2023,Yes,1,1,1,0,1
U12661,Hyderabad,10/28/2023,Yes,1,1,1,0,1
U12662,Chennai,7/10/2023,,0,0,0,0,0
U12663,Chennai,4/17/2023,Yes,1,1,1,0,1
U12664,Delhi,7/11/2023,Yes,0,0,0,0,0
U12665,Pune,9/10/2023,Yes,1,1,1,0,1
U12666,Kolkata,6/9/2023,Yes,1,0,0,0,0
U12667,Pune,12/31/2023,,0,0,0,0,0
U12668,Jaipur,8/13/2023,Yes,1,1,1,0,1
U12669,Kolkata,3/10/2023,Yes,1,1,1,0,1
U12670,Kolkata,9/25/2023,,0,0,0,0,0
U12671,Chennai,9/4/2023,Yes,1,1,1,0,1
U12672,Hyderabad,9/30/2023,Yes,1,1,1,0,1
U12673,Delhi,5/26/2023,Yes,1,1,1,0,1
U12674,Delhi,3/24/2023,Yes,1,0,0,0,0
U12675,Delhi,5/5/2023,Yes,0,0,0,0,0
U12676,Jaipur,5/18/2023,,0,0,0,0,0
U12677,Pune,8/11/2023,Yes,1,1,1,0,1
U12678,Mumbai,7/26/2023,Yes,1,0,0,0,0
U12679,Bangalore,9/10/2023,Yes,1,1,1,0,1
U12680,Delhi,2/5/2023,Yes,1,1,1,0,1
U12681,Jaipur,9/28/2023,,0,0,0,0,0
U12682,Mumbai,9/20/2023,Yes,1,0,0,0,0
U12683,Hyderabad,12/6/2023,Yes,1,1,0,0,1
U12684,Delhi,4/4/2023,Yes,1,1,1,1,0
U12685,Hyderabad,4/22/2023,,0,0,0,0,0
U12686,Jaipur,12/30/2023,,0,0,0,0,0
U12687,Delhi,6/6/2023,,0,0,0,0,0
U12688,Pune,4/16/2023,,0,0,0,0,0
U12689,Mumbai,10/19/2023,Yes,1,1,1,1,0
U12690,Bangalore,5/7/2023,Yes,1,1,1,0,1
U12691,Kolkata,10/27/2023,Yes,0,0,0,0,0
U12692,Pune,5/22/2023,Yes,0,0,0,0,0
U12693,Delhi,3/20/2023,Yes,1,1,1,1,0
U12694,Bangalore,5/16/2023,Yes,1,1,1,0,1
U12695,Delhi,10/23/2023,Yes,1,0,0,0,0
U12696,Mumbai,1/20/2023,Yes,1,1,0,0,0
U12697,Delhi,9/13/2023,Yes,1,1,1,1,0
U12698,Chennai,8/24/2023,Yes,1,1,1,1,0
U12699,Jaipur,5/21/2023,Yes,0,0,0,0,0
U12700,Mumbai,10/29/2023,Yes,1,1,1,0,1
U12701,Delhi,12/7/2023,Yes,0,0,0,0,0
U12702,Bangalore,3/25/2023,Yes,1,0,0,0,0
U12703,Hyderabad,4/15/2023,Yes,1,1,1,1,0
U12704,Delhi,10/7/2023,Yes,1,1,1,0,1
U12705,Delhi,3/27/2023,Yes,1,1,1,0,1
U12706,Delhi,8/10/2023,Yes,0,0,0,0,0
U12707,Hyderabad,5/21/2023,,0,0,0,0,0
U12708,Delhi,4/9/2023,Yes,0,0,0,0,0
U12709,Hyderabad,9/9/2023,,0,0,0,0,0
U12710,Chennai,6/10/2023,Yes,1,1,1,0,1
U12711,Pune,12/7/2023,Yes,0,0,0,0,0
U12712,Hyderabad,11/2/2023,,0,0,0,0,0
U12713,Hyderabad,2/21/2023,,0,0,0,0,0
U12714,Jaipur,12/1/2023,Yes,1,1,1,0,1
U12715,Bangalore,10/16/2023,,0,0,0,0,0
U12716,Mumbai,11/27/2023,Yes,1,1,1,0,1
U12717,Bangalore,1/20/2023,,0,0,0,0,0
U12718,Hyderabad,7/7/2023,,0,0,0,0,0
U12719,Bangalore,11/26/2023,Yes,1,1,1,0,1
U12720,Pune,9/28/2023,,0,0,0,0,0
U12721,Hyderabad,3/12/2023,Yes,1,1,1,0,1
U12722,Jaipur,8/24/2023,Yes,1,0,0,0,0
U12723,Pune,1/7/2023,Yes,1,1,1,0,1
U12724,Kolkata,12/4/2023,Yes,1,0,0,0,0
U12725,Delhi,2/24/2023,Yes,0,0,0,0,0
U12726,Mumbai,9/10/2023,,0,0,0,0,0
U12727,Delhi,2/9/2023,Yes,0,0,0,0,0
U12728,Bangalore,2/1/2023,Yes,1,1,0,0,1
U12729,Hyderabad,4/1/2023,,0,0,0,0,0
U12730,Bangalore,12/19/2023,,0,0,0,0,0
U12731,Mumbai,8/26/2023,,0,0,0,0,0
U12732,Chennai,10/5/2023,Yes,1,1,1,0,1
U12733,Hyderabad,12/17/2023,Yes,1,0,0,0,0
U12734,Pune,1/16/2023,Yes,0,0,0,0,0
U12735,Hyderabad,12/16/2023,Yes,1,1,1,0,1
U12736,Hyderabad,4/18/2023,Yes,1,1,1,0,0
U12737,Delhi,8/26/2023,Yes,1,1,1,0,1
U12738,Jaipur,12/10/2023,,0,0,0,0,0
U12739,Mumbai,4/24/2023,Yes,1,1,1,1,0
U12740,Bangalore,9/9/2023,Yes,1,1,1,0,1
U12741,Jaipur,5/6/2023,Yes,0,0,0,0,0
U12742,Delhi,5/3/2023,Yes,1,1,1,0,1
U12743,Jaipur,3/19/2023,,0,0,0,0,0
U12744,Chennai,6/28/2023,Yes,1,1,1,0,1
U12745,Pune,10/8/2023,,0,0,0,0,0
U12746,Chennai,3/26/2023,Yes,1,1,1,0,1
U12747,Pune,3/7/2023,Yes,1,1,1,0,1
U12748,Chennai,6/1/2023,,0,0,0,0,0
U12749,Chennai,8/9/2023,Yes,1,1,1,0,1
U12750,Mumbai,4/2/2023,Yes,1,1,1,1,0
U12751,Delhi,3/4/2023,Yes,1,0,0,0,0
U12752,Hyderabad,3/16/2023,,0,0,0,0,0
U12753,Pune,3/11/2023,Yes,0,0,0,0,0
U12754,Delhi,8/14/2023,,0,0,0,0,0
U12755,Kolkata,12/21/2023,Yes,1,1,0,0,1
U12756,Hyderabad,4/30/2023,Yes,0,0,0,0,0
U12757,Pune,2/8/2023,,0,0,0,0,0
U12758,Hyderabad,3/27/2023,Yes,1,1,1,1,0
U12759,Kolkata,10/9/2023,,0,0,0,0,0
U12760,Pune,11/2/2023,Yes,1,0,0,0,0
U12761,Hyderabad,10/7/2023,Yes,0,0,0,0,0
U12762,Chennai,12/20/2023,Yes,0,0,0,0,0
U12763,Hyderabad,9/12/2023,Yes,1,1,1,0,1
U12764,Bangalore,3/19/2023,Yes,0,0,0,0,0
U12765,Jaipur,6/6/2023,Yes,1,1,1,0,1
U12766,Mumbai,12/15/2023,Yes,1,1,1,0,1
U12767,Bangalore,8/5/2023,Yes,1,1,1,0,1
U12768,Delhi,8/14/2023,,0,0,0,0,0
U12769,Hyderabad,4/26/2023,Yes,1,1,0,0,1
U12770,Hyderabad,1/28/2023,Yes,1,1,1,0,1
U12771,Bangalore,10/3/2023,Yes,1,1,1,0,1
U12772,Mumbai,7/23/2023,,0,0,0,0,0
U12773,Hyderabad,6/30/2023,Yes,0,0,0,0,0
U12774,Jaipur,7/16/2023,Yes,1,0,0,0,0
U12775,Delhi,2/25/2023,Yes,1,1,1,0,1
U12776,Bangalore,8/15/2023,Yes,1,1,1,0,1
U12777,Chennai,7/18/2023,Yes,1,1,1,1,0
U12778,Chennai,12/23/2023,Yes,1,1,1,0,1
U12779,Pune,11/7/2023,Yes,1,1,1,0,1
U12780,Pune,4/5/2023,Yes,1,1,1,0,1
U12781,Pune,6/3/2023,Yes,0,0,0,0,0
U12782,Delhi,5/23/2023,Yes,1,1,1,0,1
U12783,Delhi,5/23/2023,Yes,1,1,1,0,1
U12784,Hyderabad,2/21/2023,,0,0,0,0,0
U12785,Hyderabad,9/11/2023,Yes,0,0,0,0,0
U12786,Hyderabad,12/22/2023,,0,0,0,0,0
U12787,Jaipur,1/31/2023,Yes,0,0,0,0,0
U12788,Pune,1/7/2023,Yes,0,0,0,0,0
U12789,Pune,5/25/2023,Yes,1,0,0,0,0
U12790,Chennai,8/8/2023,Yes,1,0,0,0,0
U12791,Bangalore,11/8/2023,Yes,1,1,1,0,1
U12792,Mumbai,6/23/2023,Yes,0,0,0,0,0
U12793,Delhi,7/13/2023,Yes,1,1,1,0,1
U12794,Chennai,2/21/2023,Yes,0,0,0,0,0
U12795,Bangalore,5/6/2023,Yes,1,1,1,0,1
U12796,Jaipur,12/11/2023,,0,0,0,0,0
U12797,Chennai,1/16/2023,Yes,1,0,0,0,0
U12798,Pune,3/22/2023,,0,0,0,0,0
U12799,Kolkata,1/31/2023,Yes,1,1,1,0,1
U12800,Jaipur,9/22/2023,Yes,1,1,1,0,0
U12801,Pune,11/17/2023,,0,0,0,0,0
U12802,Kolkata,12/17/2023,Yes,1,1,0,0,1
U12803,Chennai,5/22/2023,Yes,0,0,0,0,0
U12804,Chennai,12/4/2023,Yes,1,0,0,0,0
U12805,Kolkata,10/10/2023,Yes,1,1,1,0,1
U12806,Chennai,1/19/2023,Yes,1,1,1,1,0
U12807,Jaipur,3/1/2023,Yes,1,1,1,0,1
U12808,Jaipur,12/13/2023,Yes,0,0,0,0,0
U12809,Bangalore,12/28/2023,,0,0,0,0,0
U12810,Mumbai,10/25/2023,Yes,0,0,0,0,0
U12811,Kolkata,12/6/2023,,0,0,0,0,0
U12812,Hyderabad,12/20/2023,,0,0,0,0,0
U12813,Kolkata,7/9/2023,Yes,1,1,1,0,1
U12814,Delhi,1/3/2023,Yes,1,0,0,0,0
U12815,Pune,1/8/2023,Yes,0,0,0,0,0
U12816,Chennai,4/14/2023,Yes,0,0,0,0,0
U12817,Hyderabad,2/20/2023,Yes,1,0,0,0,0
U12818,Delhi,4/10/2023,Yes,1,1,1,0,1
U12819,Kolkata,11/17/2023,Yes,1,1,1,0,1
U12820,Delhi,7/11/2023,Yes,1,1,1,0,1
U12821,Mumbai,11/25/2023,Yes,1,1,1,1,0
U12822,Chennai,6/22/2023,Yes,1,1,0,1,0
U12823,Delhi,2/13/2023,,0,0,0,0,0
U12824,Chennai,6/29/2023,Yes,1,0,0,0,0
U12825,Mumbai,9/13/2023,Yes,1,0,0,0,0
U12826,Delhi,12/12/2023,Yes,1,1,1,1,0
U12827,Jaipur,3/20/2023,Yes,1,1,1,0,0
U12828,Kolkata,2/10/2023,Yes,0,0,0,0,0
U12829,Delhi,4/3/2023,Yes,1,1,1,0,1
U12830,Mumbai,1/13/2023,Yes,1,0,0,0,0
U12831,Chennai,11/3/2023,Yes,1,1,1,0,1
U12832,Jaipur,7/21/2023,Yes,1,1,1,0,1
U12833,Pune,12/30/2023,Yes,0,0,0,0,0
U12834,Chennai,10/25/2023,,0,0,0,0,0
U12835,Mumbai,10/28/2023,Yes,1,1,1,0,1
U12836,Kolkata,10/19/2023,Yes,1,1,1,0,1
U12837,Kolkata,4/15/2023,,0,0,0,0,0
U12838,Jaipur,8/13/2023,Yes,1,1,1,0,1
U12839,Hyderabad,9/23/2023,Yes,1,1,1,0,1
U12840,Bangalore,6/5/2023,Yes,1,1,1,0,1
U12841,Delhi,7/27/2023,Yes,1,1,1,0,1
U12842,Chennai,9/16/2023,Yes,1,1,1,0,1
U12843,Hyderabad,4/29/2023,Yes,1,1,1,0,1
U12844,Bangalore,6/16/2023,,0,0,0,0,0
U12845,Jaipur,3/31/2023,,0,0,0,0,0
U12846,Kolkata,7/15/2023,Yes,1,0,0,0,0
U12847,Kolkata,9/4/2023,Yes,1,1,1,0,1
U12848,Bangalore,1/12/2023,Yes,0,0,0,0,0
U12849,Chennai,5/11/2023,Yes,1,0,0,0,0
U12850,Delhi,3/6/2023,Yes,0,0,0,0,0
U12851,Bangalore,8/15/2023,Yes,0,0,0,0,0
U12852,Delhi,12/17/2023,,0,0,0,0,0
U12853,Mumbai,1/30/2023,Yes,1,1,1,0,1
U12854,Pune,5/14/2023,Yes,1,1,1,0,1
U12855,Pune,8/26/2023,Yes,1,1,1,0,1
U12856,Hyderabad,9/10/2023,Yes,1,1,1,0,1
U12857,Pune,2/15/2023,,0,0,0,0,0
U12858,Pune,9/20/2023,Yes,1,0,0,0,0
U12859,Delhi,4/16/2023,Yes,0,0,0,0,0
U12860,Jaipur,8/12/2023,Yes,1,0,0,0,0
U12861,Kolkata,12/26/2023,Yes,1,1,1,1,0
U12862,Kolkata,10/30/2023,,0,0,0,0,0
U12863,Kolkata,8/24/2023,Yes,1,1,1,1,0
U12864,Jaipur,1/21/2023,,0,0,0,0,0
U12865,Jaipur,4/4/2023,Yes,1,0,0,0,0
U12866,Bangalore,1/29/2023,Yes,1,1,1,0,1
U12867,Kolkata,9/25/2023,Yes,1,1,1,0,1
U12868,Bangalore,8/28/2023,,0,0,0,0,0
U12869,Chennai,9/2/2023,Yes,1,1,1,0,1
U12870,Jaipur,5/11/2023,,0,0,0,0,0
U12871,Hyderabad,8/17/2023,,0,0,0,0,0
U12872,Jaipur,9/20/2023,Yes,0,0,0,0,0
U12873,Chennai,2/27/2023,Yes,1,1,0,0,1
U12874,Kolkata,8/25/2023,Yes,0,0,0,0,0
U12875,Jaipur,11/4/2023,Yes,0,0,0,0,0
U12876,Pune,4/22/2023,,0,0,0,0,0
U12877,Pune,11/4/2023,Yes,1,1,1,0,1
U12878,Kolkata,12/16/2023,Yes,1,1,1,0,1
U12879,Chennai,5/25/2023,Yes,1,0,0,0,0
U12880,Hyderabad,12/4/2023,Yes,1,1,1,0,1
U12881,Pune,7/2/2023,Yes,1,1,1,0,1
U12882,Kolkata,10/20/2023,Yes,1,0,0,0,0
U12883,Jaipur,5/28/2023,Yes,0,0,0,0,0
U12884,Kolkata,12/10/2023,Yes,1,1,1,0,1
U12885,Kolkata,4/10/2023,Yes,1,1,1,0,1
U12886,Hyderabad,10/20/2023,Yes,0,0,0,0,0
U12887,Chennai,11/9/2023,Yes,0,0,0,0,0
U12888,Kolkata,10/31/2023,,0,0,0,0,0
U12889,Pune,3/20/2023,Yes,0,0,0,0,0
U12890,Pune,11/26/2023,Yes,1,1,0,0,1
U12891,Chennai,5/5/2023,Yes,1,1,1,0,0
U12892,Bangalore,10/2/2023,Yes,0,0,0,0,0
U12893,Pune,6/26/2023,Yes,1,0,0,0,0
U12894,Bangalore,8/18/2023,Yes,0,0,0,0,0
U12895,Pune,3/24/2023,Yes,0,0,0,0,0
U12896,Chennai,8/31/2023,,0,0,0,0,0
U12897,Delhi,1/1/2023,Yes,1,1,1,0,1
U12898,Delhi,1/3/2023,,0,0,0,0,0
U12899,Jaipur,6/22/2023,Yes,0,0,0,0,0
U12900,Hyderabad,10/16/2023,Yes,1,1,1,1,0
U12901,Mumbai,7/31/2023,Yes,1,1,1,0,1
U12902,Jaipur,8/9/2023,Yes,1,1,1,1,0
U12903,Chennai,10/4/2023,Yes,1,0,0,0,0
U12904,Pune,12/10/2023,Yes,1,1,0,0,1
U12905,Kolkata,2/24/2023,Yes,1,1,1,0,1
U12906,Chennai,5/13/2023,Yes,1,1,1,0,1
U12907,Chennai,10/8/2023,Yes,0,0,0,0,0
U12908,Chennai,1/17/2023,Yes,1,1,1,0,1
U12909,Kolkata,7/15/2023,Yes,1,0,0,0,0
U12910,Pune,11/11/2023,,0,0,0,0,0
U12911,Mumbai,6/28/2023,Yes,1,1,1,0,1
U12912,Hyderabad,11/9/2023,Yes,0,0,0,0,0
U12913,Hyderabad,1/6/2023,Yes,1,1,0,0,1
U12914,Chennai,5/8/2023,Yes,1,1,1,0,0
U12915,Hyderabad,11/23/2023,Yes,1,1,1,0,1
U12916,Delhi,7/3/2023,,0,0,0,0,0
U12917,Bangalore,1/18/2023,Yes,0,0,0,0,0
U12918,Kolkata,10/31/2023,Yes,0,0,0,0,0
U12919,Bangalore,9/18/2023,Yes,1,1,1,0,1
U12920,Chennai,7/15/2023,Yes,1,0,0,0,0
U12921,Hyderabad,8/26/2023,Yes,0,0,0,0,0
U12922,Hyderabad,6/17/2023,,0,0,0,0,0
U12923,Delhi,6/8/2023,Yes,1,0,0,0,0
U12924,Bangalore,4/24/2023,Yes,1,1,1,0,1
U12925,Chennai,12/3/2023,Yes,1,1,1,0,1
U12926,Hyderabad,8/5/2023,Yes,1,0,0,0,0
U12927,Delhi,12/20/2023,Yes,1,1,1,0,1
U12928,Bangalore,9/21/2023,Yes,1,1,1,0,1
U12929,Delhi,10/23/2023,,0,0,0,0,0
U12930,Delhi,6/18/2023,,0,0,0,0,0
U12931,Bangalore,7/19/2023,Yes,1,1,1,0,1
U12932,Hyderabad,3/4/2023,Yes,1,1,1,0,1
U12933,Bangalore,9/29/2023,Yes,1,1,1,0,1
U12934,Pune,8/25/2023,Yes,1,1,0,0,1
U12935,Bangalore,8/1/2023,Yes,0,0,0,0,0
U12936,Jaipur,10/15/2023,Yes,0,0,0,0,0
U12937,Jaipur,6/19/2023,,0,0,0,0,0
U12938,Kolkata,1/14/2023,Yes,0,0,0,0,0
U12939,Bangalore,9/9/2023,,0,0,0,0,0
U12940,Hyderabad,12/28/2023,Yes,1,1,1,0,1
U12941,Bangalore,1/10/2023,Yes,1,1,0,0,1
U12942,Jaipur,9/24/2023,Yes,0,0,0,0,0
U12943,Kolkata,7/3/2023,Yes,1,1,1,1,0
U12944,Delhi,11/20/2023,,0,0,0,0,0
U12945,Hyderabad,5/27/2023,Yes,1,1,0,0,1
U12946,Bangalore,7/18/2023,,0,0,0,0,0
U12947,Jaipur,5/17/2023,Yes,1,1,1,0,1
U12948,Chennai,3/15/2023,Yes,1,1,1,0,1
U12949,Delhi,11/27/2023,,0,0,0,0,0
U12950,Chennai,2/13/2023,,0,0,0,0,0
U12951,Mumbai,1/31/2023,Yes,1,0,0,0,0
U12952,Delhi,10/12/2023,Yes,0,0,0,0,0
U12953,Kolkata,8/21/2023,Yes,1,1,0,0,1
U12954,Hyderabad,7/19/2023,Yes,1,1,1,0,1
U12955,Kolkata,7/22/2023,,0,0,0,0,0
U12956,Bangalore,7/31/2023,Yes,0,0,0,0,0
U12957,Kolkata,11/2/2023,Yes,1,1,1,0,1
U12958,Hyderabad,3/2/2023,,0,0,0,0,0
U12959,Hyderabad,5/12/2023,Yes,1,1,1,1,0
U12960,Jaipur,10/5/2023,Yes,1,1,1,0,1
U12961,Hyderabad,2/25/2023,Yes,1,1,1,1,0
U12962,Delhi,1/9/2023,Yes,1,1,1,0,1
U12963,Chennai,4/24/2023,Yes,1,1,1,1,0
U12964,Jaipur,11/25/2023,,0,0,0,0,0
U12965,Bangalore,1/22/2023,Yes,0,0,0,0,0
U12966,Jaipur,4/8/2023,Yes,1,0,0,0,0
U12967,Mumbai,5/9/2023,,0,0,0,0,0
U12968,Mumbai,4/30/2023,Yes,1,0,0,0,0
U12969,Hyderabad,5/6/2023,Yes,1,1,1,0,1
U12970,Mumbai,9/27/2023,,0,0,0,0,0
U12971,Mumbai,9/5/2023,Yes,1,1,1,0,1
U12972,Pune,4/2/2023,Yes,1,1,1,0,1
U12973,Mumbai,1/23/2023,Yes,0,0,0,0,0
U12974,Chennai,7/30/2023,Yes,1,1,1,0,1
U12975,Chennai,1/27/2023,,0,0,0,0,0
U12976,Jaipur,2/25/2023,Yes,1,1,1,0,1
